,product_name,selling_price,actual_price,average_rating,rating_and_rivew,ram,SSD,processor,operating_system,exchange_offer,display_size
0,DELL XPS 13 Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) 9370 Thin and Light Laptop,"₹1,22,490","₹1,39,104",1.7,3 Ratings & 0 Reviews,16 GB DDR3 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display
1,ASUS ZenBook S Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home) UX391UA-ET012T Thin and Light Lapt...,"₹99,990","₹1,22,990",4.3,30 Ratings & 7 Reviews,16 GB DDR3 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Display
2,Lenovo ThinkPad X1 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home) X1 Carbon 7th Gen 2 in 1 Lapt...,"₹2,14,999","₹2,29,599",0,0,16 GB DDR3 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
3,MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1060) GS65...,"₹1,49,990","₹1,69,990",4.1,10 Ratings & 3 Reviews,16 GB DDR4 RAM,512 GB SSD for Reduced Boot Up Time and in Game Loading,Intel Core i7 Processor (8th Gen),"Pre-installed Genuine Windows 10 Operating System (Includes Built-in Security, Free Automated Updates, Latest Features)","Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
4,MSI Stealth Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 2060)...,"₹1,84,790","₹1,89,990",4.8,5 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
5,Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop,"₹1,65,999","₹2,06,997",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),Windows 10 Operating System,Bank Offer,30.48 cm (12 inch) Display
6,HP Spectre x360 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 13-aw0205tu 2 in 1 Laptop,"₹1,62,990","₹1,92,977",3.3,3 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display
7,Lenovo Thinkbook Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB15 ITL G2 Thin and Light Lapt...,"₹1,40,131",0,4.2,9 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",38.1 cm (15 inch) Display
8,Lenovo Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Pro/2 GB Graphics) Thinkpad P43s Thin and Light ...,"₹1,29,990","₹2,44,801",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (8th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display
9,HP OMEN Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,22,804",0,0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,0,40.89 cm (16.1 Inch) Display
10,ASUS Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX RTX3060- 6G...,"₹1,20,990","₹1,49,000",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 11 Operating System,0,39.62 cm (15.6 inch) Display
11,Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹1,17,990","₹1,53,490",4.1,29 Ratings & 6 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
12,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060...,"₹1,14,990","₹1,51,940",4.2,5 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
13,MSI Prestige 15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) Prestige 15 A10SC-...,"₹1,13,490","₹1,34,990",4.3,140 Ratings & 31 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
14,ASUS Ryzen 7 Octa Core 6th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RT...,"₹1,11,599","₹1,31,990",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor (6th Gen),Windows 11 Operating System,Bank Offer,43.94 cm (17.3 inch) Display
15,HP Ryzen 7 Quad Core 3rd Gen - (16 GB/512 GB SSD/Windows 10 Home) 13-ay0046AU 2 in 1 Laptop,"₹1,09,000","₹1,28,000",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Quad Core Processor (3rd Gen),Windows 10 Operating System,Bank Offer,33.78 cm (13.3 inch) Touchscreen Display
16,MSI Pulse GL66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3...,"₹1,08,490","₹1,23,990",4.6,5 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inches) Display
17,HP Envy Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-ep0011TX Laptop,"₹1,07,490","₹1,38,366",4.7,3 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
18,Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) Legion 5 15ITH6 Thin and Li...,"₹1,05,990","₹1,59,290",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
19,MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,"₹1,04,990","₹1,23,990",3.9,87 Ratings & 10 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display
20,DELL G15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050T...,"₹1,04,990","₹1,16,384",4.3,10 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
21,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5410 2 in 1 Laptop,"₹1,04,500","₹1,18,156",4.7,26 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
22,DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti...,"₹1,03,990","₹1,31,719",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
23,DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti/120 H...,"₹1,03,990","₹1,14,359",4.5,13 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
24,DELL G15 Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050)...,"₹1,02,990","₹1,13,162",4.4,5 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
25,DELL 7000 Series Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) New Inspiron 7420...,"₹1,02,990","₹1,23,494",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
26,Lenovo Yoga 7 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL5 2 in 1 Laptop,"₹1,02,990","₹1,39,890",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 Inch) Touchscreen Display
27,DELL Inspiron Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop,"₹1,02,500","₹1,05,000",4.3,71 Ratings & 10 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 Inch) Touchscreen Display
28,Lenovo Intel EVO Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 82BH004HIN Laptop,"₹1,02,499","₹1,39,000",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Display
29,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) G15...,"₹1,01,990","₹1,28,665",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
30,DELL Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) G1...,"₹1,01,990","₹1,28,665",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
31,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹1,01,700","₹1,23,850",5,4 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
32,Lenovo Yoga 7i Ryzen 7 Octa Core R7-5800U 5th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 L...,"₹1,01,499","₹1,30,090",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor (5th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
33,HP HP Envy Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 14-eb0019TX T...,"₹1,00,990","₹1,18,776",4,3 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display
34,HP Pavilion x360 Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14-dy0050TU Thin an...,"₹99,999","₹1,05,000",4.5,128 Ratings & 14 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
35,HP Pavilion x360 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1013TU 2 in 1 Laptop,"₹99,999","₹1,02,500",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
36,ASUS ROG Strix G15 Ryzen 9 Octa Core 5900HX - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹99,990","₹1,36,990",4.4,30 Ratings & 4 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 9 Octa Core Processor,Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
37,ASUS Ryzen 9 Octa Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX R...,"₹99,990","₹1,42,990",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 9 Octa Core Processor (10th Gen),Windows 11 Operating System,Bank Offer,42.16 cm (16.6 inch) Display
38,MSI Katana GF66 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹98,990","₹1,17,990",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inches) Display
39,Lenovo Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics) 15ACH6 Laptop,"₹97,990","₹1,52,490",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
40,HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,"₹97,899","₹1,13,800",4.6,9 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 Inch) Display
41,lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,"₹95,990","₹1,39,890",4.6,82 Ratings & 14 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display
42,ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹94,990","₹1,16,990",4.3,6 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Display
43,ASUS TUF Gaming F17 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce ...,"₹94,990","₹1,01,990",4.5,154 Ratings & 22 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",43.94 cm (17.3 inch) Display
44,MSI GF65 Thin Core i7 9th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 206...,"₹94,990","₹1,14,990",4.5,"1,115 Ratings & 201 Reviews",16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (9th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
45,ASUS Vivobook S14 OLED (2022) Intel EVO Core i7 12th Gen - (16 GB/512 GB SSD/Windows 11 Home) S3402ZA-...,"₹94,617","₹1,16,990",4.3,6 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (12th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Display
46,DELL Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050...,"₹92,990","₹1,21,935",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,"15.6 inch Full HD AG Display (250 nits Brightness, 120Hz, Narrow Border)"
47,Lenovo IdeaPad 5 Pro Ryzen 7 Hexa Core - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForc...,"₹90,999","₹1,37,090",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Ryzen 7 Hexa Core Processor,Windows 11 Operating System,Bank Offer,40.64 cm (16 Inch) Display
48,HP Pavilion Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,"₹90,990","₹1,03,215",4.6,280 Ratings & 40 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inches) Display
49,Lenovo Yoga Slim 7 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Lapto...,"₹90,499","₹1,25,890",4.7,31 Ratings & 6 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 Inch) Touchscreen Display
50,ASUS VivoBook Pro 14 OLED Ryzen 7 Octa Core 5800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,"₹89,990","₹1,23,990",4,4 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Display
51,acer Nitro 5 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 305...,"₹89,990","₹1,09,990",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (12th Gen),64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
52,HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce G...,"₹89,800","₹1,07,262",4.6,9 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inches) Display
53,ASUS Ryzen 7 Quad Core 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/AMD Radeon RTX3050- ...,"₹89,590","₹1,16,990",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Quad Core Processor (10th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
54,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 7400 Thin and Li...,"₹89,390","₹90,605",3.7,21 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 Inch) Display
55,HP Envy 15 Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 15-EP0143TX Laptop,"₹88,999","₹1,35,000",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Touchscreen Display
56,ASUS ASUS TUF Dash Series Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Ge...,"₹88,990","₹1,29,990",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
57,HP Pavilion Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX RTX ...,"₹87,990","₹1,18,776",4.8,13 Ratings & 4 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 Inch) Display
58,HP Envy 13 x360 Ryzen 5 Hexa Core 4500U - (16 GB/512 GB SSD/Windows 11 Home) 13-ay0533AU Thin and Ligh...,"₹87,000","₹91,000",4.7,31 Ratings & 8 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,Bank Offer,33.78 cm (13.3 inch) Touchscreen Display
59,Lenovo Core i7 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Laptop,"₹86,299","₹98,999",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),Windows 11 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
60,DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/120...,"₹85,990","₹1,03,668",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
61,ASUS ASUS TUF Dash Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce R...,"₹85,990","₹1,14,990",0,0,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
62,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹77,990","₹85,789",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 5 Hexa Core Processor,64 bit Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
63,DELL Inspiron Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 7415 2 in 1 Laptop,"₹85,190","₹1,11,529",4.7,7 Ratings & 1 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display
64,ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹84,990","₹1,29,990",4.8,10 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),Windows 11 Operating System,Bank Offer,39.62 cm (15.6 inch) Display
65,ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA G...,"₹84,990","₹1,06,990",0,0,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,Bank Offer,43.94 cm (17.3 Inch) Display
66,ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RT...,"₹84,990","₹1,29,990",4.4,288 Ratings & 33 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
67,Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB14s ITL Yoga 2 in...,"₹84,990","₹1,09,696",4.3,29 Ratings & 5 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display
68,Lenovo IdeaPad Flex 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) 14ITL05 2 in 1 Laptop,"₹84,490","₹1,19,445",4.4,82 Ratings & 10 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
69,MSI GF65 Thin Hexa Core i5 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce R...,"₹83,990","₹1,06,990",4.6,440 Ratings & 62 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Hexa Core i5 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
70,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) INSPIRON 5410 2 in 1 Laptop,"₹83,190","₹1,09,353",4.7,3 Ratings & 2 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",35.56 cm (14 inch) Touchscreen Display
71,MSI GF63 Thin Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 30...,"₹81,990","₹95,990",4.4,519 Ratings & 59 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i7 Processor (10th Gen),64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",39.62 cm (15.6 inch) Display
72,DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop,"₹80,990","₹98,200",4.2,17 Ratings & 4 Reviews,16 GB DDR4 RAM,512 GB SSD,Intel Core i5 Processor (11th Gen),64 bit Windows 10 Operating System,Bank Offer,35.56 cm (14 inch) Touchscreen Display
73,Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop,"₹80,990","₹1,25,890",4.7,6 Ratings & 0 Reviews,16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 11 Operating System,"Upto ₹18,100 Off on Exchange",33.78 cm (13.3 inch) Touchscreen Display
74,ASUS TUF Gaming A17 Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,"₹80,990","₹1,07,990",4.5,"1,130 Ratings & 157 Reviews",16 GB DDR4 RAM,512 GB SSD,AMD Ryzen 7 Octa Core Processor,64 bit Windows 10 Operating System,"Upto ₹18,100 Off on Exchange",43.94 cm (17.3 inch) Display
